ID,WEIGHT,LENGTH
20192324,7.14,52.5
20192325,2.92,42.6
20192326,1.91,32.4
20192327,3.25,39.9
20192328,4.355,46.0
20192329,3.15,34.8
20192330,15.5,62.0
20192331,2.335,35.5
20192332,6.0,47.7
20192333,2.815,37.8
20192334,4.71,47.5
20192335,4.975,48.0
20192336,2.05,30.4
20192337,1.765,30.6
20192338,2.65,33.3
20192339,1.525,30.1
20192340,2.265,38.3
20192341,1.85,29.9
20192342,5.5,48.1
20192343,3.1,36.8
20192344,4.0,43.2
20192345,3.015,33.0
20192346,5.5,44.3
20192347,2.535,33.2
20192348,4.495,46.1
20192349,2.0,31.7
20192350,2.75,38.7
20192351,3.7,35.2
20192352,2.16,37.2
20192353,2.0,36.4
20192354,4.455,45.5
20192355,4.875,45.2
20192356,2.61,39.4
20192357,3.805,45.0
20192358,3.8,35.9
20192359,4.07,42.8
20192360,3.0,36.0
20192361,3.5,35.0
20192362,1.14,29.6
20192363,3.0,33.5
20192364,8.55,57.5
20192365,5.12,43.7
20192366,2.285,34.4
20192367,2.705,34.0
20192368,2.03,33.0
20192369,3.525,38.4
20192370,2.1,30.2
20192371,6.75,51.9
20192372,4.88,45.1
20192373,4.095,46.0
20192374,1.415,31.7
20192375,5.75,48.8
20192376,3.825,41.0
20192377,7.0,49.5
20192378,3.15,42.7
20192379,2.2,36.1
20192380,1.5,29.5
20192381,2.5,32.1
20192382,4.83,44.5
20192383,1.8,34.7
20192384,2.5,34.5
20192385,3.875,43.9
20192386,4.445,53.6
20192387,4.33,44.0
20192388,1.8,29.9
20192389,2.125,32.8
20192390,2.915,40.0
20192391,2.065,33.5
20192392,3.795,46.7
20192393,6.95,50.6
20192394,3.22,40.0
20192395,5.25,58.9
20192396,2.015,34.4
20192397,2.25,36.6
20192398,1.59,30.2
20192399,4.68,52.5
20192400,2.2,36.0
20192401,2.425,33.6
20192402,8.0,59.5
20192403,3.69,38.0
20192404,4.5,37.4
20192405,7.0,48.5
20192406,2.065,33.0
20192407,1.105,29.3
20192408,1.01,24.7
20192409,3.6,42.8
20192410,2.0,32.0
20192411,4.5,37.1
20192412,5.75,54.7
20192413,3.25,34.0
20192414,2.75,39.3
20192415,2.23,38.6
20192416,5.0,45.5
20192417,2.5,37.6
20192418,10.125,54.3
20192419,1.995,33.8
20192420,2.41,37.8
20192421,4.965,39.4
20192422,2.23,33.4
20192423,4.1,36.2
20192424,4.3,36.2
20192425,2.855,36.1
20192426,9.3,53.4
20192427,2.775,34.0
20192428,7.25,49.3
20192429,4.75,46.6
20192430,2.415,35.0
20192431,3.665,40.5
20192432,4.375,42.3
20192433,4.375,43.0
20192434,2.305,37.0
20192435,1.75,29.6
20192436,5.055,49.4
20192437,5.6,39.0
20192438,2.0,34.4
20192439,1.945,34.7
20192440,1.78,32.7
20192441,1.2,28.8
20192442,1.96,36.8
20192443,2.84,38.6
20192444,4.705,47.2
20192445,4.175,40.3
20192446,3.0,38.4
20192447,5.625,41.0
20192448,1.7,30.5
20192449,6.5,42.4
20192450,4.62,45.6
20192451,1.5,28.3
20192452,3.1,42.2
20192453,1.55,29.5
20192454,1.765,30.8
20192455,5.995,50.8
20192456,5.5,47.5
20192457,9.93,51.5
20192458,3.66,48.6
20192459,2.85,32.5
20192460,2.805,37.3
20192461,4.415,40.8
20192462,4.915,40.7
20192463,3.165,41.0
20192464,2.445,39.2
20192465,1.67,31.0
20192466,5.0,45.1
20192467,1.5,32.4
20192468,5.375,44.2
20192469,2.345,34.0
20192470,5.975,45.1
20192471,3.4,40.2
20192472,2.0,28.6
20192473,3.85,40.6
20192474,4.75,47.5
20192475,3.0,36.6
20192476,4.165,48.8
20192477,1.5,30.0
20192478,3.9,40.5
20192479,5.405,47.0
20192480,2.0,32.0
20192481,6.0,39.3
20192482,4.04,48.0
20192483,2.35,41.1
20192484,2.5,39.8
20192485,3.1,34.7
20192486,2.0,35.6
20192487,1.25,25.5
20192488,11.74,62.2
20192489,4.405,43.3
20192490,6.73,54.1
20192491,5.0,44.8
20192492,4.75,39.8
20192493,6.375,50.5
20192494,3.75,44.0
20192495,3.595,43.9
20192496,5.95,47.5
20192497,4.985,47.6
20192498,2.65,38.1
20192499,1.075,29.2
20192500,4.5,41.9
20192501,2.0,32.4
20192502,2.62,32.7
20192503,2.9,35.0
20192504,3.12,40.2
20192505,1.665,33.2
20192506,2.205,36.2
20192507,1.15,27.5
20192508,4.375,44.2
20192509,3.08,40.7
20192510,5.95,57.5
20192511,4.06,44.5
20192512,6.5,49.5
20192513,4.75,42.8
20192514,1.625,30.9
20192515,2.2,31.5
20192516,13.25,50.4
20192517,4.13,42.0
20192518,4.875,38.1
20192519,4.54,46.8
20192520,5.185,44.5
20192521,2.545,38.4
20192522,5.5,44.3
20192523,2.625,33.5
20192524,5.955,53.5
20192525,1.6,28.1
20192526,3.835,51.5
20192527,2.6,34.5
20192528,1.57,32.8
20192529,1.655,33.0
20192530,1.34,28.0
20192531,5.125,44.3
20192532,1.25,22.0
20192533,2.25,37.2
20192534,1.13,30.2
20192535,5.375,38.9
20192536,8.75,62.3
20192537,8.375,51.2
20192538,2.275,34.4
20192539,2.175,36.4
20192540,3.05,38.0
20192541,9.43,59.6
20192542,7.0,47.6
20192543,2.0,30.1
20192544,4.06,41.0
20192545,6.2,50.2
20192546,3.415,41.2
20192547,1.55,28.2
20192548,2.2,33.5
20192549,1.125,28.7
20192550,4.575,44.7
20192551,2.85,36.5
20192552,6.2,45.8
20192553,5.0,44.6
20192554,7.51,56.0
20192555,5.395,45.5
20192556,2.875,41.3
20192557,1.8,32.5
20192558,1.24,30.4
20192559,2.045,34.0
20192560,2.01,32.6
20192561,2.75,33.6
20192562,3.645,37.5
20192563,3.9,35.1
20192564,6.75,53.6
20192565,2.315,36.7
20192566,2.7,35.1
20192567,2.525,34.5
20192568,2.9,35.9
20192569,1.85,33.7
20192570,3.795,42.2
20192571,2.45,35.2
20192572,3.265,40.4
20192573,5.875,47.1
20192574,4.525,43.5
20192575,8.25,56.4
20192576,2.465,44.4
20192577,2.7,33.8
20192578,1.8,32.5
20192579,1.99,31.2
20192580,2.11,33.3
20192581,4.75,42.3
20192582,1.33,29.0
20192583,3.25,37.6
20192584,12.8,57.5
20192585,8.75,47.5
20192586,5.75,40.5
20192587,4.05,37.3
20192588,7.975,56.6
20192589,2.875,33.6
20192590,4.05,43.5
20192591,5.75,49.0
20192592,3.715,40.2
20192593,3.5,41.5
20192594,4.0,41.6
20192595,6.57,50.0
20192596,4.375,42.1
20192597,1.5,29.2
20192598,2.395,35.0
20192599,3.575,40.0
20192600,3.425,38.7
20192601,3.325,42.1
20192602,4.975,44.8
20192603,1.105,28.0
20192604,6.75,50.5
20192605,7.9,59.0
20192606,2.5,35.1
20192607,4.47,42.5
20192608,2.4,38.5
20192609,3.75,36.4
20192610,2.2,37.0
20192611,3.345,38.0
20192612,4.6,43.8
20192613,6.7,50.6
20192614,1.875,37.2
20192615,6.375,52.0
20192616,10.4,49.2
20192617,6.75,50.0
20192618,3.41,42.6
20192619,2.085,31.5
20192620,1.18,29.7
20192621,4.75,52.1
20192622,1.465,31.5
20192623,8.0,63.7
20192624,1.65,25.4
20192625,3.25,37.6
20192626,2.375,44.2
20192627,1.74,30.2
20192628,7.25,49.1
20192629,1.77,31.0
20192630,6.4,48.0
20192631,3.75,41.6
20192632,3.84,40.9
20192633,2.5,32.8
20192634,2.82,37.5
20192635,3.625,44.8
20192636,2.875,36.3
20192637,3.275,43.9
20192638,3.5,38.0
20192639,7.75,53.0
20192640,5.755,50.6
20192641,3.875,48.5
20192642,3.015,40.3
20192643,5.635,46.1
20192644,3.44,41.5
20192645,1.57,31.4
20192646,3.5,36.0
20192647,1.585,30.5
20192648,4.25,44.9
20192649,2.0,27.0
20192650,5.2,45.6
20192651,4.125,43.1
20192652,8.125,66.0
20192653,1.55,33.6
20192654,2.5,34.0
20192655,5.11,43.6
20192656,3.7,48.2
20192657,2.5,38.2
20192658,2.5,37.7
20192659,2.3,34.9
20192660,4.6,38.2
20192661,6.325,52.0
20192662,1.9,33.9
20192663,3.75,39.6
20192664,5.44,50.5
20192665,2.8,33.1
20192666,2.37,44.0
20192667,1.0,21.5
20192668,5.03,42.3
20192669,3.075,39.8
20192670,1.495,23.3
20192671,4.4,41.0
20192672,7.0,50.9
20192673,4.25,42.8
20192674,4.55,42.5
20192675,7.0,48.6
20192676,4.3,47.7
20192677,5.24,54.7
20192678,4.635,41.4
20192679,2.75,42.4
20192680,3.5,39.8
20192681,4.335,42.4
20192682,4.19,43.5
20192683,5.155,43.5
20192684,2.3,33.0
20192685,1.0,28.5
20192686,6.76,59.1
20192687,3.75,35.0
20192688,6.75,50.5
20192689,1.665,30.6
20192690,1.75,32.4
20192691,4.57,41.8
20192692,7.125,50.0
20192693,7.55,60.0
20192694,1.8,26.8
20192695,2.915,36.2
20192696,3.68,43.0
20192697,2.625,36.5
20192698,5.01,49.2
20192699,4.0,36.7
20192700,1.825,36.3
20192701,4.5,43.2
20192702,1.755,32.6
20192703,4.485,46.6
20192704,1.13,27.8
20192705,1.8,31.0
20192706,4.105,41.5
20192707,2.4,32.0
20192708,3.64,37.6
20192709,3.25,33.4
20192710,5.0,43.7
20192711,1.875,30.0
20192712,1.825,30.7
20192713,1.25,29.3
20192714,4.25,44.0
20192715,2.15,32.9
20192716,6.8,50.3
20192717,1.75,31.2
20192718,4.75,48.6
20192719,2.125,31.9
20192720,4.9,44.0
20192721,4.82,44.7
20192722,2.8,35.7
20192723,6.0,46.6
20192724,3.425,40.5
20192725,2.55,32.4
20192726,2.015,34.3
20192727,5.55,44.8
20192728,1.15,24.6
20192729,4.195,42.7
20192730,2.555,36.2
20192731,1.925,31.6
20192732,3.815,46.6
20192733,3.5,41.3
20192734,2.375,39.7
20192735,2.375,36.2
20192736,6.4,46.6
20192737,5.645,49.5
20192738,3.25,34.6
20192739,2.69,40.3
20192740,4.435,52.5
20192741,2.315,34.0
20192742,2.785,37.5
20192743,5.7,45.8
20192744,4.675,44.0
20192745,2.325,33.0
20192746,4.375,40.5
20192747,5.8,40.8
20192748,5.6,39.4
20192749,2.375,33.6
20192750,2.5,34.1
20192751,3.75,35.8
20192752,3.2,35.5
20192753,4.625,44.4
20192754,3.075,42.4
20192755,1.525,32.2
20192756,1.7,41.0
20192757,4.75,46.4
20192758,2.93,37.7
20192759,15.195,67.0
20192760,5.3,55.1
20192761,1.75,34.1
20192762,2.76,40.2
20192763,3.05,41.0
20192764,4.175,42.7
20192765,4.25,44.7
20192766,4.225,43.2
20192767,4.61,44.1
20192768,3.505,43.2
20192769,3.11,37.6
20192770,3.75,45.0
20192771,4.375,39.5
20192772,4.4,44.2
20192773,4.5,44.2
20192774,3.75,40.7
20192775,3.2,38.5
20192776,9.75,58.0
20192777,1.25,28.4
20192778,2.625,38.0
20192779,2.05,30.5
20192780,4.375,44.5
20192781,4.59,42.5
20192782,12.25,64.0
20192783,2.155,34.7
20192784,2.0,36.2
20192785,2.5,32.3
20192786,1.875,30.7
20192787,5.75,47.4
20192788,3.6,34.5
20192789,2.035,31.2
20192790,5.605,49.5
20192791,1.605,27.1
20192792,3.76,44.0
20192793,1.25,28.2
20192794,1.5,28.2
20192795,4.625,43.0
20192796,2.75,40.4
20192797,2.945,39.9
20192798,5.455,57.8
20192799,1.705,30.0
20192800,3.695,40.2
20192801,1.525,27.5
20192802,4.25,43.0
20192803,4.25,47.4
20192804,2.5,31.5
20192805,1.0,27.4
20192806,3.475,42.1
20192807,2.0,34.8
20192808,3.82,46.0
20192809,5.625,53.5
20192810,4.875,45.1
20192811,2.645,36.1
20192812,4.74,46.0
20192813,1.2,30.8
20192814,4.965,45.3
20192815,2.095,34.6
20192816,5.285,46.0
20192817,4.64,46.9
20192818,1.85,31.2
20192819,2.625,37.9
20192820,3.285,39.7
20192821,6.125,48.2
20192822,1.555,29.6
20192823,2.75,32.1
20192824,4.44,43.2
20192825,6.445,49.4
20192826,1.75,30.0
20192827,2.965,39.3
20192828,3.745,45.0
20192829,2.25,31.0
20192830,3.5,33.0
20192831,5.1,36.5
20192832,4.02,43.0
20192833,15.25,65.0
20192834,4.25,44.4
20192835,7.4,60.3
20192836,4.34,46.6
20192837,6.25,53.9
20192838,2.475,32.9
20192839,4.59,45.3
20192840,2.965,39.0
20192841,1.835,31.2
20192842,4.035,42.5
20192843,5.375,45.7
20192844,4.375,44.4
20192845,1.375,29.0
20192846,8.75,60.3
20192847,1.955,34.9
20192848,2.75,33.5
20192849,1.02,26.8
20192850,4.875,43.7
20192851,2.45,32.8
20192852,3.75,38.6
20192853,4.25,41.5
20192854,2.895,39.0
20192855,1.4,34.2
20192856,1.7,31.6
20192857,2.0,30.8
20192858,8.25,51.4
20192859,6.35,48.2
20192860,4.53,43.8
20192861,4.25,45.8
20192862,2.5,35.4
20192863,3.65,41.4
20192864,2.3,34.6
20192865,7.0,47.7
20192866,2.1,30.3
20192867,7.625,52.3
20192868,1.65,31.9
20192869,2.96,38.6
20192870,4.85,44.0
20192871,5.0,49.8
20192872,1.1,30.2
20192873,1.77,26.3
20192874,2.145,40.6
20192875,5.555,51.9
20192876,2.905,35.3
20192877,4.725,39.1
20192878,4.125,45.3
20192879,3.475,41.5
20192880,12.485,50.9
20192881,5.95,40.8
20192882,1.125,27.4
20192883,3.0,32.3
20192884,1.91,35.8
20192885,5.005,46.8
20192886,6.5,53.1
20192887,3.565,42.2
20192888,1.905,34.8
20192889,7.5,49.4
20192890,1.66,33.5
20192891,4.325,42.5
20192892,3.37,35.7
20192893,2.29,32.5
20192894,1.25,28.0
20192895,3.225,37.0
20192896,2.005,35.9
20192897,7.75,49.8
20192898,2.5,38.5
20192899,4.175,43.0
20192900,5.775,45.4
20192901,3.175,43.0
20192902,4.0,40.6
20192903,1.555,36.7
20192904,2.5,37.3
20192905,1.5,30.9
20192906,1.0,24.8
20192907,3.465,39.0
20192908,2.3,34.1
20192909,2.63,37.4
20192910,2.25,39.8
20192911,5.58,47.0
20192912,7.25,52.6
20192913,7.535,51.0
20192914,1.6,29.5
20192915,6.0,48.9
20192916,3.0,36.0
20192917,3.0,32.0
20192918,5.0,40.5
20192919,4.125,45.5
20192920,11.805,67.1
20192921,2.975,33.6
20192922,1.575,27.7
20192923,6.9,57.9
20192924,4.25,41.6
20192925,3.85,34.8
20192926,1.445,31.6
20192927,2.5,37.4
20192928,1.62,31.3
20192929,1.25,22.6
20192930,1.845,32.5
20192931,2.25,29.8
20192932,3.19,40.2
20192933,2.585,38.0
20192934,5.02,44.0
20192935,1.5,32.0
20192936,1.55,32.5
20192937,2.125,34.4
20192938,3.75,40.3
20192939,8.75,55.2
20192940,12.24,68.2
20192941,1.985,33.4
20192942,2.75,38.5
20192943,1.88,33.4
20192944,3.765,41.0
20192945,2.9,33.0
20192946,1.7,32.1
20192947,5.515,47.6
20192948,1.62,35.0
20192949,2.105,36.2
20192950,2.07,33.3
20192951,5.185,55.0
20192952,1.85,29.4
20192953,4.6,43.6
20192954,2.475,36.2
20192955,7.75,43.7
20192956,4.695,41.6
20192957,4.905,46.3
20192958,2.5,36.3
20192959,4.84,45.0
20192960,5.8,46.7
20192961,12.485,59.7
20192962,7.125,51.2
20192963,2.615,36.0
20192964,14.8,59.8
20192965,5.47,47.0
20192966,2.005,36.4
20192967,7.0,42.0
20192968,2.615,36.3
20192969,4.625,44.5
20192970,2.22,33.5
20192971,7.375,51.5
20192972,1.0,23.2
20192973,2.0,31.6
20192974,1.5,27.5
20192975,2.0,33.0
20192976,3.25,36.1
20192977,9.815,52.8
20192978,2.375,36.8
20192979,6.77,62.2
20192980,3.75,42.3
20192981,2.25,32.0
20192982,3.25,35.2
20192983,3.25,39.3
20192984,2.22,33.9
20192985,3.615,39.4
20192986,13.625,63.3
20192987,1.25,30.0
20192988,2.875,36.5
20192989,5.375,45.0
20192990,7.1,48.3
20192991,12.02,62.0
20192992,2.2,31.4
20192993,2.05,28.3
20192994,2.86,36.8
20192995,3.5,36.4
20192996,1.75,29.2
20192997,12.425,60.3
20192998,1.665,32.2
20192999,6.5,47.0
20193000,4.55,42.5
20193001,14.375,62.0
20193002,3.78,36.7
20193003,2.5,35.0
20193004,1.1,21.4
20193005,2.75,35.4
20193006,1.5,27.4
20193007,5.5,48.2
20193008,5.0,46.5
20193009,11.575,55.4
20193010,1.375,28.2
20193011,4.335,46.2
20193012,1.475,28.0
20193013,4.625,42.4
20193014,2.08,32.0
20193015,2.385,32.5
20193016,4.175,43.1
20193017,4.0,49.6
20193018,1.795,36.0
20193019,3.615,39.8
20193020,1.0,26.0
20193021,9.95,56.0
20193022,2.605,37.0
20193023,5.775,58.0
20193024,2.26,33.5
20193025,4.95,41.0
20193026,4.43,52.3
20193027,4.125,41.5
20193028,3.95,41.0
20193029,4.655,45.4
20193030,13.0,63.9
20193031,1.9,29.2
20193032,3.0,37.8
20193033,3.875,43.0
20193034,1.75,28.6
20193035,2.75,34.6
20193036,2.175,35.8
20193037,1.605,32.0
20193038,4.75,43.0
20193039,3.295,38.2
20193040,2.1,32.7
20193041,2.265,32.9
20193042,1.085,28.0
20193043,1.875,34.0
20193044,1.75,35.6
20193045,6.6,50.7
20193046,4.75,38.0
20193047,1.375,26.5
20193048,2.25,35.4
20193049,5.015,46.5
20193050,4.525,43.8
20193051,4.25,44.7
20193052,2.25,32.7
20193053,3.53,36.0
20193054,1.125,28.2
20193055,2.875,37.8
20193056,4.0,40.5
20193057,2.05,27.8
20193058,5.475,45.4
20193059,2.87,37.8
20193060,6.07,56.1
20193061,1.9,27.9
20193062,4.25,36.8
20193063,4.0,36.0
20193064,7.375,48.8
20193065,1.4,22.6
20193066,3.785,39.6
20193067,1.825,23.0
20193068,1.995,35.0
20193069,2.5,34.1
20193070,4.8,47.3
20193071,4.625,44.5
20193072,3.375,38.2
20193073,4.375,40.4
20193074,3.55,34.6
20193075,3.3,35.5
20193076,2.45,38.3
20193077,1.035,27.8
20193078,1.89,30.4
20193079,3.09,41.4
20193080,2.33,35.6
20193081,2.81,39.2
20193082,6.2,47.9
20193083,5.82,50.7
20193084,5.8,40.7
20193085,1.2,27.2
20193086,3.35,40.0
20193087,3.2,41.2
20193088,6.0,44.8
20193089,2.735,36.6
20193090,6.4,49.5
20193091,4.74,46.0
20193092,9.25,48.2
20193093,2.0,36.3
20193094,2.825,39.1
20193095,6.72,47.6
20193096,1.77,31.3
20193097,2.13,33.5
20193098,5.475,45.1
20193099,7.25,49.7
20193100,4.89,56.5
20193101,3.385,40.7
20193102,4.76,45.3
20193103,2.85,32.8
20193104,4.05,38.7
20193105,3.875,38.7
20193106,1.84,34.4
20193107,2.26,32.2
20193108,1.625,32.2
20193109,1.22,29.7
20193110,7.125,49.8
20193111,4.895,52.3
20193112,2.135,32.1
20193113,5.465,48.7
20193114,2.695,34.1
20193115,3.18,41.5
20193116,1.965,37.3
20193117,1.615,33.8
20193118,3.995,38.0
20193119,2.35,36.7
20193120,15.0,76.4
20193121,3.215,40.4
20193122,2.495,33.5
20193123,3.125,34.6
20193124,4.84,46.2
20193125,1.735,31.0
20193126,3.48,34.5
20193127,2.075,30.7
20193128,2.27,34.9
20193129,3.0,33.3
20193130,3.85,36.6
20193131,9.75,58.6
20193132,1.89,35.3
20193133,2.945,35.9
20193134,2.035,34.0
20193135,2.5,34.5
20193136,4.3,36.8
20193137,1.91,34.2
20193138,5.75,54.3
20193139,1.75,31.4
20193140,6.815,54.5
20193141,1.65,29.4
20193142,9.75,63.0
20193143,2.625,38.6
20193144,4.75,47.3
20193145,2.16,36.2
20193146,3.02,38.2
20193147,1.275,29.5
20193148,4.265,54.1
20193149,5.0,38.7
20193150,2.05,36.9
20193151,7.11,47.0
20193152,5.75,49.0
20193153,5.39,48.0
20193154,4.74,42.3
20193155,1.75,31.3
20193156,5.0,47.5
20193157,7.2,49.8
20193158,1.295,27.9
20193159,8.925,55.0
20193160,2.315,37.2
20193161,8.0,52.9
20193162,1.285,30.0
20193163,2.33,32.7
20193164,3.25,38.7
20193165,3.7,46.1
20193166,4.5,43.5
20193167,3.9,42.4
20193168,5.875,47.8
20193169,1.4,29.7
20193170,6.0,45.2
20193171,3.75,43.8
20193172,1.775,30.0
20193173,1.15,27.6
20193174,6.25,48.0
20193175,1.25,28.1
20193176,3.25,35.7
20193177,3.8,40.2
20193178,1.45,26.4
20193179,4.97,49.2
20193180,10.565,58.2
20193181,4.535,50.0
20193182,5.5,48.2
20193183,5.975,56.5
20193184,3.9,36.6
20193185,2.575,38.4
20193186,4.35,43.1
20193187,3.15,44.0
20193188,1.19,27.4
20193189,2.7,32.4
20193190,4.25,45.7
20193191,7.375,51.0
20193192,3.415,41.5
20193193,3.83,37.4
20193194,1.08,21.0
20193195,2.875,35.3
20193196,1.91,31.6
20193197,7.0,53.7
20193198,7.665,54.3
20193199,1.75,33.5
20193200,3.5,41.3
20193201,2.2,36.3
20193202,3.5,41.1
20193203,1.19,28.7
20193204,5.625,49.0
20193205,6.125,49.1
20193206,1.89,31.6
20193207,3.25,35.2
20193208,2.125,31.4
20193209,1.685,30.5
20193210,10.01,58.9
20193211,8.75,54.7
20193212,2.645,37.7
20193213,5.0,45.1
20193214,5.275,51.0
20193215,12.25,57.5
20193216,3.75,41.5
20193217,4.76,40.9
20193218,6.985,48.5
20193219,3.35,36.0
20193220,1.745,30.9
20193221,8.0,57.6
20193222,2.625,35.1
20193223,3.51,43.3
20193224,4.17,42.2
20193225,3.0,34.0
20193226,3.875,40.2
20193227,1.25,29.5
20193228,4.475,39.2
20193229,4.84,44.7
20193230,4.75,37.1
20193231,1.825,28.7
20193232,2.9,33.0
20193233,3.05,40.8
20193234,4.5,45.5
20193235,4.5,41.8
20193236,5.625,53.5
20193237,4.595,43.6
20193238,6.75,48.0
20193239,4.025,43.8
20193240,2.55,36.4
20193241,1.15,21.0
20193242,6.75,48.3
20193243,2.25,37.3
20193244,4.25,45.7
20193245,2.355,38.0
20193246,2.285,36.0
20193247,1.77,30.1
20193248,1.105,26.0
20193249,1.99,31.0
20193250,3.46,35.0
20193251,3.915,43.7
20193252,3.195,39.5
20193253,7.8,43.0
20193254,1.4,31.5
20193255,1.585,30.5
20193256,3.0,39.1
20193257,1.07,27.5
20193258,2.0,29.6
20193259,2.665,36.7
20193260,9.1,43.5
20193261,3.135,41.2
20193262,5.245,48.0
20193263,1.46,31.9
20193264,4.125,39.0
20193265,1.875,32.4
20193266,3.05,35.0
20193267,15.0,65.8
20193268,3.675,38.1
20193269,4.45,41.5
20193270,3.1,38.3
20193271,2.0,32.4
20193272,2.5,37.2
20193273,4.135,44.7
20193274,2.75,38.3
20193275,5.95,48.9
20193276,3.865,44.8
20193277,3.49,40.3
20193278,2.5,37.2
20193279,7.5,50.4
20193280,7.125,49.7
20193281,1.8,28.3
20193282,4.95,53.5
20193283,16.5,68.7
20193284,4.875,48.0
20193285,4.625,43.5
20193286,1.8,28.5
20193287,2.375,31.5
20193288,3.465,37.5
20193289,3.81,43.9
20193290,2.295,36.5
20193291,6.68,51.5
20193292,3.8,40.0
20193293,2.36,38.1
20193294,3.875,39.7
20193295,4.2,45.5
20193296,2.05,30.0
20193297,7.5,49.5
20193298,1.625,29.2
20193299,2.47,37.9
20193300,2.875,34.0
20193301,4.75,47.5
20193302,3.37,41.1
20193303,3.05,42.7
20193304,1.85,32.4
20193305,1.115,26.6
20193306,3.4,39.0
20193307,3.75,35.9
20193308,6.0,48.5
20193309,1.95,35.8
20193310,2.63,39.5
20193311,1.385,28.1
20193312,3.3,37.8
20193313,1.86,32.0
20193314,3.71,41.8
20193315,12.0,58.5
20193316,1.525,31.3
20193317,3.195,38.4
20193318,4.435,43.7
20193319,2.125,33.2
20193320,8.75,52.6
20193321,1.75,34.0
20193322,6.2,52.8
20193323,1.475,30.0
20193324,4.41,41.4
20193325,6.6,40.9
20193326,7.7,51.2
20193327,5.2,52.3
20193328,2.67,39.0
20193329,2.72,33.0
20193330,13.715,58.3
20193331,3.105,41.9
20193332,2.425,34.5
20193333,4.45,43.0
20193334,1.205,30.6
20193335,1.07,27.7
20193336,1.775,32.4
20193337,2.45,37.7
20193338,5.51,46.5
20193339,3.8,43.0
20193340,9.25,59.3
20193341,2.25,34.1
20193342,18.75,76.5
20193343,2.52,37.6
20193344,1.975,30.0
20193345,1.95,28.5
20193346,3.63,40.0
20193347,4.2,36.9
20193348,2.14,36.0
20193349,1.565,30.0
20193350,1.665,33.5
20193351,6.62,53.2
20193352,2.85,36.8
20193353,2.875,41.0
20193354,5.025,43.1
20193355,5.375,44.9
20193356,2.74,47.1
20193357,1.55,27.3
20193358,6.35,42.0
20193359,4.125,43.0
20193360,3.75,35.3
20193361,3.33,37.1
20193362,4.225,43.4
20193363,2.845,39.0
20193364,3.61,40.0
20193365,2.25,35.0
20193366,5.68,47.7
20193367,1.845,31.0
20193368,6.245,51.2
20193369,1.735,32.0
20193370,5.75,46.8
20193371,1.3,29.5
20193372,2.75,41.6
20193373,10.25,56.2
20193374,3.5,37.0
20193375,5.25,45.5
20193376,6.94,53.0
20193377,8.845,56.0
20193378,1.3,31.0
20193379,4.25,35.6
20193380,2.625,38.3
20193381,2.885,37.5
20193382,3.375,42.2
20193383,1.17,29.6
20193384,2.75,37.9
20193385,6.5,41.0
20193386,3.66,44.9
20193387,3.25,45.2
20193388,5.5,44.1
20193389,1.23,30.5
20193390,5.5,39.0
20193391,1.74,33.1
20193392,2.85,32.9
20193393,2.86,40.0
20193394,3.375,43.0
20193395,1.05,27.7
20193396,4.675,46.0
20193397,3.45,34.0
20193398,13.625,65.1
20193399,3.85,46.0
20193400,2.33,36.2
20193401,2.5,35.5
20193402,8.75,57.0
20193403,5.29,45.4
20193404,5.545,46.7
20193405,1.3,32.5
20193406,3.485,41.6
20193407,2.625,38.2
20193408,1.5,30.0
20193409,1.165,28.5
20193410,3.25,35.8
20193411,5.25,46.0
20193412,2.105,34.0
20193413,2.2,33.8
20193414,4.44,45.2
20193415,4.515,42.0
20193416,1.575,36.5
20193417,2.64,40.3
20193418,3.0,36.2
20193419,5.16,50.2
20193420,2.75,34.9
20193421,2.215,38.1
20193422,1.61,28.6
20193423,2.23,32.0
20193424,1.5,30.4
20193425,4.12,40.3
20193426,6.25,40.5
20193427,3.255,39.0
20193428,2.45,35.7
20193429,1.75,32.3
20193430,5.335,48.2
20193431,2.035,36.7
20193432,3.75,41.8
20193433,3.75,43.6
20193434,5.85,46.3
20193435,2.28,36.0
20193436,6.5,49.4
20193437,5.0,44.2
20193438,4.1,37.9
20193439,8.04,58.0
20193440,3.35,41.2
20193441,5.95,45.5
20193442,4.755,45.0
20193443,2.75,44.5
20193444,2.735,40.0
20193445,3.7,41.3
20193446,5.5,38.9
20193447,2.125,35.0
20193448,13.75,61.9
20193449,3.9,42.0
20193450,5.515,49.7
20193451,2.875,38.6
20193452,1.5,35.4
20193453,4.75,44.4
20193454,6.25,46.4
20193455,4.75,45.0
20193456,5.45,39.0
20193457,2.125,31.8
20193458,4.025,40.5
20193459,1.6,28.0
20193460,6.25,50.0
20193461,3.735,43.0
20193462,4.555,45.6
20193463,4.075,36.3
20193464,1.5,28.8
20193465,5.8,41.0
20193466,1.4,26.0
20193467,1.115,28.0
20193468,3.0,44.2
20193469,2.89,38.0
20193470,5.25,47.0
20193471,2.14,35.8
20193472,4.5,44.5
20193473,3.63,39.5
20193474,2.42,35.5
20193475,1.01,27.8
20193476,2.6,41.7
20193477,1.975,30.9
20193478,1.555,28.5
20193479,3.625,38.2
20193480,3.875,42.0
20193481,7.875,51.4
20193482,18.0,65.8
20193483,5.285,45.8
20193484,3.5,35.6
20193485,3.0,43.4
20193486,4.16,42.4
20193487,2.45,31.2
20193488,5.0,44.0
